Date,Aggregate,Delayable,Social,Staple,Work Related
23 Sep 2022,91.27,90.15,94.59,86.43,104.36
26 Sep 2022,91.53,96.14,88.56,87.05,105.31
27 Sep 2022,105.28,104.70,114.59,98.30,106.37
28 Sep 2022,97.73,101.50,95.14,94.89,106.14
29 Sep 2022,98.29,103.04,95.80,94.56,106.93
30 Sep 2022,98.99,104.90,96.59,94.31,107.73
3 Oct 2022,102.34,108.95,98.74,98.35,109.84
4 Oct 2022,104.08,107.74,101.11,102.17,110.08
5 Oct 2022,103.79,108.04,101.57,100.88,109.74
6 Oct 2022,103.38,106.71,101.41,101.18,108.50
7 Oct 2022,103.44,105.81,102.42,101.29,108.20
10 Oct 2022,100.98,101.41,104.71,96.73,105.39
11 Oct 2022,99.26,102.76,104.63,91.10,105.08
12 Oct 2022,99.80,104.56,104.35,91.55,104.74
13 Oct 2022,99.18,104.73,104.75,89.38,104.85
14 Oct 2022,97.91,102.80,103.07,88.80,104.11
17 Oct 2022,96.41,102.03,99.21,88.66,102.18
18 Oct 2022,95.44,99.72,98.56,88.36,101.58
19 Oct 2022,94.80,97.66,98.52,88.23,101.25
20 Oct 2022,94.33,97.35,97.66,87.90,101.04
21 Oct 2022,94.30,97.03,98.14,87.77,100.66
24 Oct 2022,92.97,94.50,97.02,87.04,99.95
25 Oct 2022,92.90,95.39,95.04,87.68,99.98
26 Oct 2022,94.27,98.30,95.99,88.44,100.48
27 Oct 2022,94.72,97.79,96.80,89.31,101.05
28 Oct 2022,95.62,99.15,96.87,90.51,101.82
31 Oct 2022,98.91,104.57,98.12,93.72,105.39
1 Nov 2022,100.93,106.13,99.98,96.39,106.68
2 Nov 2022,100.59,103.68,99.98,97.11,107.46
3 Nov 2022,101.10,103.90,100.20,98.04,107.99
4 Nov 2022,101.21,103.39,100.52,98.39,108.38
7 Nov 2022,99.92,102.00,98.28,97.90,107.12
8 Nov 2022,99.59,103.16,98.93,95.85,106.10
9 Nov 2022,99.62,104.44,98.67,95.34,105.44
10 Nov 2022,99.36,105.71,97.80,94.43,105.09
11 Nov 2022,99.45,107.91,97.00,93.97,103.62
14 Nov 2022,101.43,115.53,98.08,92.96,103.32
15 Nov 2022,101.01,114.99,97.08,92.96,103.46
16 Nov 2022,101.32,117.40,95.89,92.91,103.44
17 Nov 2022,101.43,117.65,95.62,93.21,103.56
18 Nov 2022,101.36,117.52,94.90,93.36,104.86
21 Nov 2022,102.33,120.08,93.73,94.84,105.54
22 Nov 2022,102.21,120.50,94.19,93.92,105.25
23 Nov 2022,103.32,122.26,94.40,95.41,105.63
24 Nov 2022,103.98,123.87,94.45,95.97,105.61
25 Nov 2022,104.88,126.21,94.70,96.50,105.67
28 Nov 2022,109.93,138.87,96.45,99.21,107.25
29 Nov 2022,113.48,145.35,97.34,103.23,108.20
30 Nov 2022,113.46,144.55,98.26,103.03,108.26
1 Dec 2022,115.91,148.13,99.42,105.95,109.37
2 Dec 2022,117.14,148.95,100.46,107.76,110.08
5 Dec 2022,114.97,140.35,100.64,108.34,109.14
6 Dec 2022,114.85,137.98,100.79,109.70,109.00
7 Dec 2022,115.23,139.25,100.47,110.00,109.11
8 Dec 2022,114.13,137.81,99.59,108.89,108.44
9 Dec 2022,113.08,138.50,99.04,105.90,108.47
12 Dec 2022,113.83,139.64,97.59,108.38,107.75
13 Dec 2022,112.97,139.31,96.29,107.52,106.68
14 Dec 2022,113.47,142.02,95.22,107.99,105.42
15 Dec 2022,113.79,142.98,94.69,108.83,104.31
16 Dec 2022,115.90,146.32,94.36,112.58,103.50
19 Dec 2022,116.35,150.04,92.89,112.77,100.99
20 Dec 2022,118.97,154.81,92.65,116.57,101.13
21 Dec 2022,121.28,158.04,92.69,120.36,101.62
22 Dec 2022,125.44,165.66,92.87,125.90,101.99
23 Dec 2022,129.90,171.30,93.18,133.74,101.85
28 Dec 2022,100.11,130.38,63.23,109.36,84.98
29 Dec 2022,100.46,122.62,78.26,105.49,81.21
30 Dec 2022,93.12,112.00,78.10,94.21,77.55
3 Jan 2023,86.84,101.11,72.63,89.41,76.96
4 Jan 2023,97.33,95.65,105.41,97.05,77.84
5 Jan 2023,89.26,87.42,90.18,92.50,78.48
6 Jan 2023,87.38,80.99,88.98,93.02,78.80
9 Jan 2023,85.78,84.41,83.11,90.19,80.19
10 Jan 2023,97.37,85.61,108.42,100.78,84.47
11 Jan 2023,89.46,83.97,91.78,92.64,85.98
12 Jan 2023,89.36,82.56,92.74,92.29,87.59
13 Jan 2023,89.40,81.95,93.99,91.46,89.41
16 Jan 2023,91.06,83.27,96.27,92.45,92.94
17 Jan 2023,91.98,85.20,97.73,92.36,93.15
18 Jan 2023,91.36,83.38,97.37,92.15,93.75
19 Jan 2023,91.75,84.64,97.05,92.39,94.39
20 Jan 2023,92.14,85.82,96.87,92.62,94.78
23 Jan 2023,91.95,83.82,96.98,93.14,96.39
24 Jan 2023,91.89,81.95,97.26,94.11,96.56
25 Jan 2023,92.76,84.66,97.44,94.34,96.62
26 Jan 2023,93.16,83.59,97.76,95.96,96.75
27 Jan 2023,93.49,82.59,98.38,97.07,97.11
30 Jan 2023,96.81,88.67,100.66,99.57,98.48
31 Jan 2023,98.51,91.77,101.67,101.15,98.47
1 Feb 2023,99.44,92.01,102.19,103.02,98.94
2 Feb 2023,100.56,94.83,102.86,103.56,98.59
3 Feb 2023,101.02,95.28,103.29,104.24,98.22
6 Feb 2023,99.83,92.72,103.23,103.32,96.68
7 Feb 2023,99.13,92.06,102.67,102.26,96.80
8 Feb 2023,98.20,91.52,102.03,100.69,96.52
9 Feb 2023,97.40,91.25,101.24,99.21,96.79
10 Feb 2023,97.24,93.30,100.33,97.86,97.02
13 Feb 2023,96.29,92.61,98.58,97.06,97.26
14 Feb 2023,96.15,93.76,96.49,97.45,97.07
15 Feb 2023,96.24,95.07,94.55,98.29,96.76
16 Feb 2023,96.47,95.31,95.69,97.89,96.68
17 Feb 2023,97.26,93.36,100.99,97.57,96.25
20 Feb 2023,95.35,88.84,100.72,96.03,95.68
21 Feb 2023,94.22,85.57,101.47,94.81,95.61
22 Feb 2023,93.79,82.76,103.50,94.24,95.37
23 Feb 2023,92.91,80.36,102.34,94.56,95.15
24 Feb 2023,91.83,81.78,96.06,95.22,95.58
27 Feb 2023,95.30,88.14,97.45,98.31,98.33
28 Feb 2023,96.75,88.90,98.63,100.85,98.16
1 Mar 2023,99.57,91.68,101.59,103.87,99.95
2 Mar 2023,101.93,94.84,102.91,106.67,101.26
3 Mar 2023,103.47,94.32,105.24,109.36,101.88
6 Mar 2023,104.00,91.78,107.97,110.69,101.64
7 Mar 2023,103.62,91.90,108.56,108.95,102.29
8 Mar 2023,101.99,89.48,106.15,108.37,101.28
9 Mar 2023,100.59,86.42,106.59,106.68,100.33
10 Mar 2023,99.22,85.00,106.78,104.03,99.51
13 Mar 2023,98.23,83.89,107.32,102.11,97.79
14 Mar 2023,98.90,85.58,107.48,102.60,97.65
15 Mar 2023,98.45,85.98,108.19,100.51,97.72
16 Mar 2023,99.13,88.49,108.20,100.69,96.89
17 Mar 2023,99.84,89.82,108.11,101.72,96.89
20 Mar 2023,101.13,90.72,107.43,104.58,99.17
21 Mar 2023,100.01,88.44,106.50,103.83,99.53
22 Mar 2023,99.41,87.86,105.33,103.56,99.38
23 Mar 2023,98.12,85.38,103.66,102.89,100.40
24 Mar 2023,97.50,84.42,103.08,102.29,100.62
27 Mar 2023,96.35,85.41,101.10,100.01,100.10
28 Mar 2023,97.46,86.33,101.86,101.82,100.01
29 Mar 2023,98.27,86.82,102.65,103.05,100.15
30 Mar 2023,99.20,87.71,103.43,104.39,99.99
31 Mar 2023,100.10,89.28,103.37,105.68,100.27
3 Apr 2023,103.01,91.41,106.24,109.54,101.80
4 Apr 2023,105.06,95.25,105.95,112.40,102.35
5 Apr 2023,106.15,98.24,105.96,113.07,102.65
6 Apr 2023,107.28,99.69,106.13,114.92,102.87
11 Apr 2023,88.46,87.81,78.18,94.88,96.74
12 Apr 2023,98.24,90.61,99.77,103.39,95.77
13 Apr 2023,97.13,91.18,99.55,100.32,94.73
14 Apr 2023,97.60,90.85,99.23,101.92,95.50
17 Apr 2023,95.77,92.13,95.15,98.95,95.92
18 Apr 2023,110.40,96.75,124.91,112.77,96.70
19 Apr 2023,99.14,91.02,103.19,102.61,97.14
20 Apr 2023,98.73,89.05,102.74,103.06,98.13
21 Apr 2023,98.22,88.08,102.93,101.94,99.32
24 Apr 2023,98.13,88.15,102.51,101.66,100.68
25 Apr 2023,98.77,89.56,104.43,100.79,101.05
26 Apr 2023,100.04,91.64,105.23,101.93,101.89
27 Apr 2023,101.02,92.28,106.66,102.86,102.69
28 Apr 2023,102.41,92.72,108.21,105.14,102.81
2 May 2023,100.14,100.27,93.22,104.08,105.55
3 May 2023,111.33,103.83,115.59,115.11,105.40
4 May 2023,111.75,106.47,115.15,114.75,104.88
5 May 2023,111.90,107.48,114.26,115.18,104.52
9 May 2023,105.21,97.04,109.75,109.71,97.39
10 May 2023,102.97,96.76,107.39,105.80,96.40
11 May 2023,101.37,93.41,107.33,104.34,94.81
12 May 2023,100.55,93.73,106.85,102.47,93.74
15 May 2023,97.44,94.96,98.74,98.80,95.39
16 May 2023,109.41,98.25,124.48,108.97,97.83
17 May 2023,99.44,93.31,103.94,100.84,98.42
18 May 2023,99.64,93.52,103.45,101.25,99.81
19 May 2023,98.93,92.05,103.68,100.08,100.43
22 May 2023,100.72,97.82,103.89,100.33,101.23
23 May 2023,99.98,97.72,103.53,98.72,100.87
24 May 2023,100.44,99.90,103.30,98.66,100.39
25 May 2023,101.11,102.82,103.12,98.46,100.36
26 May 2023,101.93,103.67,103.20,99.87,101.00
30 May 2023,95.63,100.03,85.93,98.00,103.11
31 May 2023,105.73,105.86,106.22,105.76,103.56
1 Jun 2023,106.48,106.86,106.96,106.54,103.51
2 Jun 2023,107.37,109.51,107.38,106.72,103.37
5 Jun 2023,103.08,106.43,99.81,103.35,101.97
6 Jun 2023,113.71,108.84,124.84,112.00,100.40
7 Jun 2023,103.50,101.62,104.92,104.62,100.10
8 Jun 2023,102.67,100.04,104.52,103.85,100.06
9 Jun 2023,101.68,99.17,103.93,102.30,99.71
12 Jun 2023,100.87,98.72,102.29,101.40,100.85
13 Jun 2023,100.47,98.66,102.82,99.90,100.91
14 Jun 2023,101.07,100.79,102.76,99.92,101.38
15 Jun 2023,101.19,101.54,102.56,99.70,101.98
16 Jun 2023,100.89,100.16,102.20,100.03,102.56
19 Jun 2023,102.35,104.27,102.84,100.37,103.11
20 Jun 2023,101.69,103.68,102.53,99.19,103.16
21 Jun 2023,100.89,102.28,102.60,98.08,102.73
22 Jun 2023,100.11,99.74,103.07,97.52,102.52
23 Jun 2023,99.56,98.68,103.13,96.86,102.11
26 Jun 2023,99.22,98.89,102.85,95.89,102.46
27 Jun 2023,100.41,99.17,105.35,97.00,102.73
28 Jun 2023,100.35,97.38,105.39,98.09,102.93
29 Jun 2023,101.24,98.54,106.39,98.92,102.93
30 Jun 2023,102.05,99.62,107.22,99.60,103.37
3 Jul 2023,105.10,102.89,111.46,101.88,105.02
4 Jul 2023,106.04,104.23,111.31,103.58,105.10
5 Jul 2023,106.53,105.17,112.09,103.64,104.95
6 Jul 2023,106.58,106.00,111.42,103.67,105.00
7 Jul 2023,105.80,105.46,110.31,102.84,104.77
10 Jul 2023,101.94,99.92,107.62,98.92,102.66
11 Jul 2023,100.07,98.47,106.40,95.87,102.30
12 Jul 2023,99.48,98.38,105.29,95.19,102.19
13 Jul 2023,98.61,98.14,104.45,93.70,101.83
14 Jul 2023,98.10,97.56,104.54,92.79,101.32
17 Jul 2023,97.62,98.02,103.69,92.26,99.28
18 Jul 2023,97.36,98.32,103.15,91.79,99.04
19 Jul 2023,97.70,100.30,102.73,91.59,98.90
20 Jul 2023,96.90,99.87,102.71,89.78,98.61
21 Jul 2023,97.71,100.06,102.56,92.08,98.25
24 Jul 2023,96.43,97.82,101.72,91.19,97.01
25 Jul 2023,96.25,97.27,101.51,91.38,96.54
26 Jul 2023,95.97,95.37,101.74,91.85,96.51
27 Jul 2023,96.72,96.03,101.66,93.55,96.26
28 Jul 2023,97.05,97.96,102.00,92.76,96.23
31 Jul 2023,98.92,101.18,101.65,95.42,97.71
1 Aug 2023,100.40,102.36,102.11,98.14,98.20
2 Aug 2023,100.98,103.17,102.46,98.86,98.21
3 Aug 2023,101.24,103.51,101.62,100.02,97.95
4 Aug 2023,101.55,104.47,101.78,100.07,97.74
7 Aug 2023,99.79,102.86,101.49,97.19,95.56
8 Aug 2023,98.64,101.81,100.32,95.83,95.01
9 Aug 2023,98.21,102.64,99.47,94.80,94.50
10 Aug 2023,97.63,101.76,99.83,93.52,94.72
11 Aug 2023,96.49,100.32,98.91,92.09,95.05
14 Aug 2023,95.72,97.32,98.97,91.93,96.08
15 Aug 2023,94.84,97.41,98.30,90.00,95.88
16 Aug 2023,94.85,97.24,98.25,90.09,96.25
17 Aug 2023,94.14,95.31,97.92,89.83,96.28
18 Aug 2023,94.49,96.09,98.18,90.04,96.18
21 Aug 2023,94.34,97.67,96.04,89.96,96.76
22 Aug 2023,93.90,96.25,95.52,90.06,97.35
23 Aug 2023,94.02,97.08,95.22,90.00,97.39
24 Aug 2023,94.58,99.15,94.97,90.15,97.53
25 Aug 2023,94.72,99.46,94.78,90.37,97.80
29 Aug 2023,91.30,104.13,78.88,89.35,99.12
30 Aug 2023,99.81,108.76,97.99,94.58,99.46
31 Aug 2023,100.46,110.15,98.31,95.08,99.41
1 Sep 2023,101.78,111.29,98.91,97.28,100.02
4 Sep 2023,98.91,109.70,92.16,95.55,100.74
5 Sep 2023,109.16,110.62,117.39,103.45,102.04
6 Sep 2023,100.23,103.09,98.45,98.83,102.77
7 Sep 2023,99.33,99.41,98.52,98.85,103.68
8 Sep 2023,97.52,96.85,97.60,96.46,103.87
11 Sep 2023,96.04,93.96,96.39,95.14,105.19
12 Sep 2023,95.35,93.68,96.70,93.26,104.96
13 Sep 2023,95.61,95.67,96.96,92.40,104.43
14 Sep 2023,95.24,95.80,97.01,91.67,102.67
15 Sep 2023,95.41,94.29,99.09,91.32,104.13
18 Sep 2023,94.62,89.68,101.18,91.22,103.31
19 Sep 2023,94.41,88.19,101.76,91.38,103.05
20 Sep 2023,93.88,86.27,101.54,91.48,103.15
21 Sep 2023,94.16,86.25,101.88,91.66,104.65
22 Sep 2023,94.00,86.65,100.31,92.48,103.12
25 Sep 2023,94.63,88.96,98.93,93.51,103.34
26 Sep 2023,95.19,89.56,99.31,94.17,103.92
27 Sep 2023,95.62,90.03,99.43,94.78,104.41
28 Sep 2023,96.10,90.83,99.52,95.36,104.76
29 Sep 2023,97.00,91.99,100.23,96.33,105.17
2 Oct 2023,100.49,96.33,102.91,100.01,107.79
3 Oct 2023,101.87,97.08,105.25,101.46,107.79
4 Oct 2023,102.44,97.95,106.04,101.70,108.08
5 Oct 2023,102.46,98.20,105.64,101.93,107.77
6 Oct 2023,101.66,97.41,105.19,100.79,107.31
9 Oct 2023,97.89,92.80,102.59,96.33,105.24
10 Oct 2023,95.98,91.74,100.07,93.79,105.30
11 Oct 2023,94.97,90.65,98.66,92.95,105.10
12 Oct 2023,94.37,89.81,98.36,92.08,105.44
13 Oct 2023,93.95,89.52,97.63,91.70,105.37
16 Oct 2023,94.44,91.34,96.46,92.60,105.36
17 Oct 2023,94.63,92.38,95.73,92.88,105.53
18 Oct 2023,94.89,93.02,95.59,93.21,105.48
19 Oct 2023,94.96,93.27,95.31,93.47,105.32
20 Oct 2023,94.97,93.41,95.40,93.40,105.02
23 Oct 2023,94.00,92.52,94.07,92.88,103.17
24 Oct 2023,94.02,92.68,93.82,93.13,102.66
25 Oct 2023,94.16,93.28,93.75,93.22,102.12
26 Oct 2023,94.87,94.92,93.93,93.75,102.41
27 Oct 2023,95.71,96.57,93.77,94.86,102.77
30 Oct 2023,98.47,99.99,95.46,98.22,104.37
31 Oct 2023,99.54,100.76,96.50,99.77,104.57
1 Nov 2023,100.89,101.43,97.21,102.15,105.76
2 Nov 2023,101.99,102.00,98.65,103.52,106.33
3 Nov 2023,102.45,102.19,99.66,103.94,105.99
6 Nov 2023,103.47,107.07,98.22,104.43,105.00
7 Nov 2023,103.43,108.12,98.83,103.08,104.97
8 Nov 2023,103.20,108.49,98.01,102.93,104.42
9 Nov 2023,102.13,108.23,96.23,101.80,103.38
10 Nov 2023,101.63,108.69,94.63,101.17,103.93
13 Nov 2023,100.92,108.87,93.82,99.59,104.37
14 Nov 2023,100.40,108.67,91.46,100.19,104.08
15 Nov 2023,99.55,108.59,91.04,98.29,103.71
16 Nov 2023,99.97,109.97,90.69,98.58,104.19
17 Nov 2023,100.12,110.68,90.23,98.88,103.96
20 Nov 2023,100.96,114.12,89.47,99.49,102.71
21 Nov 2023,101.56,116.21,89.42,99.69,102.50
22 Nov 2023,102.27,118.55,89.42,99.90,102.30
23 Nov 2023,102.40,119.76,89.45,99.46,101.88
24 Nov 2023,102.94,122.17,89.36,99.26,101.61
27 Nov 2023,107.95,136.21,91.17,100.66,103.63
28 Nov 2023,110.12,140.45,92.33,102.49,103.98
29 Nov 2023,111.40,141.81,92.96,104.31,104.86
30 Nov 2023,112.46,142.27,93.33,106.39,105.77
1 Dec 2023,114.42,142.97,94.68,109.82,107.46
4 Dec 2023,113.09,133.42,95.49,112.59,107.90
5 Dec 2023,113.92,131.48,96.23,115.77,107.93
6 Dec 2023,114.37,131.86,97.05,116.17,107.64
7 Dec 2023,115.00,133.50,97.06,116.73,107.29
8 Dec 2023,114.14,132.94,97.46,114.83,105.90
11 Dec 2023,114.47,135.39,97.82,114.08,103.92
12 Dec 2023,113.96,136.92,96.61,112.46,103.92
13 Dec 2023,113.63,137.64,95.17,112.23,103.37
14 Dec 2023,113.64,138.40,95.10,111.86,102.95
15 Dec 2023,114.07,140.55,93.85,112.42,102.87
18 Dec 2023,114.85,144.63,90.75,114.04,102.27
19 Dec 2023,115.85,148.32,89.28,115.30,101.68
20 Dec 2023,117.92,152.83,89.09,117.84,101.34
21 Dec 2023,121.02,158.74,88.61,122.33,101.26
22 Dec 2023,125.56,165.83,89.20,129.16,101.01
27 Dec 2023,105.31,138.57,62.15,117.66,87.93
28 Dec 2023,106.40,132.00,77.24,114.89,84.28
29 Dec 2023,99.24,119.82,77.98,104.60,80.60
2 Jan 2024,90.27,104.00,[x],96.56,[x]
3 Jan 2024,95.51,90.56,[x],95.85,[x]
4 Jan 2024,88.06,83.97,[x],91.64,[x]
5 Jan 2024,87.04,80.46,[x],92.74,[x]
8 Jan 2024,84.29,79.90,[x],90.66,[x]
9 Jan 2024,95.69,82.84,[x],100.42,[x]
10 Jan 2024,87.10,78.55,[x],93.83,[x]
11 Jan 2024,86.70,76.46,[x],93.67,[x]
12 Jan 2024,86.56,75.14,[x],93.18,[x]
15 Jan 2024,86.87,75.89,[x],91.60,[x]
16 Jan 2024,88.94,76.36,[x],94.81,[x]
17 Jan 2024,89.10,76.34,[x],94.66,[x]
18 Jan 2024,88.99,75.92,[x],94.50,[x]
19 Jan 2024,88.83,75.57,[x],94.35,[x]
22 Jan 2024,88.79,75.09,[x],96.86,[x]
23 Jan 2024,88.37,74.62,[x],93.68,[x]
24 Jan 2024,88.01,74.21,[x],93.33,[x]
25 Jan 2024,88.23,74.64,[x],93.39,[x]
26 Jan 2024,88.95,75.41,[x],94.42,[x]
29 Jan 2024,92.18,77.71,[x],97.29,[x]
30 Jan 2024,92.46,78.32,[x],99.02,[x]
31 Jan 2024,93.20,79.21,[x],100.15,[x]
1 Feb 2024,94.30,79.95,[x],102.01,[x]
2 Feb 2024,95.07,80.35,[x],103.02,[x]
5 Feb 2024,95.02,80.08,[x],102.42,[x]
6 Feb 2024,94.52,80.32,[x],102.40,[x]
7 Feb 2024,95.20,80.33,[x],102.42,[x]
8 Feb 2024,94.94,80.43,[x],101.63,[x]
9 Feb 2024,94.11,79.77,[x],100.19,[x]
12 Feb 2024,94.27,80.94,[x],99.95,[x]
13 Feb 2024,95.43,82.42,[x],100.08,[x]
14 Feb 2024,95.99,84.24,[x],101.55,[x]
15 Feb 2024,96.30,85.10,[x],101.78,[x]
16 Feb 2024,96.66,85.94,[x],101.71,[x]
19 Feb 2024,94.60,83.60,[x],99.32,[x]
20 Feb 2024,93.17,82.26,[x],98.06,[x]
21 Feb 2024,90.98,80.72,[x],93.58,[x]
22 Feb 2024,89.84,79.05,[x],92.21,[x]
23 Feb 2024,89.27,78.39,[x],92.03,[x]
26 Feb 2024,91.13,80.81,[x],94.46,[x]
27 Feb 2024,92.45,81.18,[x],96.24,[x]
28 Feb 2024,95.10,81.60,[x],102.35,[x]
29 Feb 2024,96.69,82.97,[x],104.52,[x]
1 Mar 2024,99.02,85.09,[x],108.16,[x]
4 Mar 2024,102.11,88.18,[x],111.31,[x]
5 Mar 2024,103.56,88.98,[x],113.73,[x]
6 Mar 2024,102.87,89.19,[x],111.83,[x]
7 Mar 2024,102.68,89.59,[x],111.53,[x]
8 Mar 2024,101.48,88.98,[x],109.42,[x]
11 Mar 2024,100.74,87.51,[x],110.47,[x]
12 Mar 2024,99.15,86.33,[x],106.83,[x]
13 Mar 2024,98.67,85.54,[x],106.45,[x]
14 Mar 2024,98.01,84.60,[x],105.21,[x]
15 Mar 2024,97.42,83.44,[x],104.31,[x]
18 Mar 2024,94.77,81.49,[x],98.19,[x]
19 Mar 2024,93.85,81.90,[x],97.90,[x]
20 Mar 2024,93.72,81.41,[x],97.19,[x]
21 Mar 2024,92.66,81.68,[x],97.07,[x]
22 Mar 2024,93.26,81.40,[x],96.80,[x]
25 Mar 2024,93.05,82.91,[x],97.38,[x]
26 Mar 2024,95.59,86.01,[x],99.33,[x]
27 Mar 2024,96.31,88.48,[x],100.44,[x]
28 Mar 2024,98.74,90.67,[x],102.98,[x]
2 Apr 2024,87.80,91.01,[x],97.74,[x]
3 Apr 2024,99.96,96.33,[x],107.03,[x]
4 Apr 2024,98.59,95.71,[x],104.32,[x]
5 Apr 2024,97.49,95.29,[x],103.84,[x]
8 Apr 2024,95.19,93.34,[x],98.20,[x]
9 Apr 2024,107.98,94.87,[x],104.20,[x]
10 Apr 2024,95.13,89.16,[x],92.97,[x]
11 Apr 2024,94.82,87.84,[x],92.21,[x]
12 Apr 2024,95.30,86.69,[x],91.25,[x]
15 Apr 2024,92.33,83.73,[x],90.92,[x]
16 Apr 2024,92.13,82.79,[x],90.31,[x]
17 Apr 2024,92.11,82.20,[x],90.25,[x]
18 Apr 2024,92.05,82.17,[x],90.17,[x]
19 Apr 2024,91.84,81.83,[x],89.97,[x]
22 Apr 2024,92.20,82.82,[x],89.89,[x]
23 Apr 2024,92.25,82.89,[x],89.17,[x]
24 Apr 2024,92.12,82.67,[x],88.78,[x]
25 Apr 2024,91.86,82.55,[x],88.63,[x]
26 Apr 2024,92.20,82.85,[x],89.08,[x]
29 Apr 2024,94.97,87.79,[x],92.25,[x]
30 Apr 2024,95.94,88.65,[x],94.40,[x]
1 May 2024,97.45,90.27,[x],96.61,[x]
2 May 2024,98.84,91.72,[x],98.27,[x]
3 May 2024,100.40,95.38,[x],99.41,[x]
7 May 2024,89.44,92.21,[x],89.28,[x]
8 May 2024,95.55,89.42,[x],93.76,[x]
9 May 2024,93.55,86.28,[x],91.42,[x]
