period_code,period_label,period_type,geography_code,geography_label,observation,measure,unit
2018-02-03,2018-02-03,day,K03000001,Great Britain,1.638,SAP preceding seven-day rolling average,p/kWh
2018-02-04,2018-02-04,day,K03000001,Great Britain,1.644,SAP preceding seven-day rolling average,p/kWh
2018-02-05,2018-02-05,day,K03000001,Great Britain,1.662,SAP preceding seven-day rolling average,p/kWh
2018-02-06,2018-02-06,day,K03000001,Great Britain,1.676,SAP preceding seven-day rolling average,p/kWh
2018-02-07,2018-02-07,day,K03000001,Great Britain,1.688,SAP preceding seven-day rolling average,p/kWh
2018-02-08,2018-02-08,day,K03000001,Great Britain,1.71,SAP preceding seven-day rolling average,p/kWh
2018-02-09,2018-02-09,day,K03000001,Great Britain,1.717,SAP preceding seven-day rolling average,p/kWh
2018-02-10,2018-02-10,day,K03000001,Great Britain,1.712,SAP preceding seven-day rolling average,p/kWh
2018-02-11,2018-02-11,day,K03000001,Great Britain,1.724,SAP preceding seven-day rolling average,p/kWh
2018-02-12,2018-02-12,day,K03000001,Great Britain,1.728,SAP preceding seven-day rolling average,p/kWh
2018-02-13,2018-02-13,day,K03000001,Great Britain,1.733,SAP preceding seven-day rolling average,p/kWh
2018-02-14,2018-02-14,day,K03000001,Great Britain,1.745,SAP preceding seven-day rolling average,p/kWh
2018-02-15,2018-02-15,day,K03000001,Great Britain,1.739,SAP preceding seven-day rolling average,p/kWh
2018-02-16,2018-02-16,day,K03000001,Great Britain,1.726,SAP preceding seven-day rolling average,p/kWh
2018-02-17,2018-02-17,day,K03000001,Great Britain,1.726,SAP preceding seven-day rolling average,p/kWh
2018-02-18,2018-02-18,day,K03000001,Great Britain,1.722,SAP preceding seven-day rolling average,p/kWh
2018-02-19,2018-02-19,day,K03000001,Great Britain,1.721,SAP preceding seven-day rolling average,p/kWh
2018-02-20,2018-02-20,day,K03000001,Great Britain,1.744,SAP preceding seven-day rolling average,p/kWh
2018-02-21,2018-02-21,day,K03000001,Great Britain,1.755,SAP preceding seven-day rolling average,p/kWh
2018-02-22,2018-02-22,day,K03000001,Great Britain,1.786,SAP preceding seven-day rolling average,p/kWh
2018-02-23,2018-02-23,day,K03000001,Great Britain,1.847,SAP preceding seven-day rolling average,p/kWh
2018-02-24,2018-02-24,day,K03000001,Great Britain,1.897,SAP preceding seven-day rolling average,p/kWh
2018-02-25,2018-02-25,day,K03000001,Great Britain,1.919,SAP preceding seven-day rolling average,p/kWh
2018-02-26,2018-02-26,day,K03000001,Great Britain,1.946,SAP preceding seven-day rolling average,p/kWh
2018-02-27,2018-02-27,day,K03000001,Great Britain,2.022,SAP preceding seven-day rolling average,p/kWh
2018-02-28,2018-02-28,day,K03000001,Great Britain,2.275,SAP preceding seven-day rolling average,p/kWh
2018-03-01,2018-03-01,day,K03000001,Great Britain,4.34,SAP preceding seven-day rolling average,p/kWh
2018-03-02,2018-03-02,day,K03000001,Great Britain,4.34,SAP preceding seven-day rolling average,p/kWh
2018-03-03,2018-03-03,day,K03000001,Great Britain,5.285,SAP preceding seven-day rolling average,p/kWh
2018-03-04,2018-03-04,day,K03000001,Great Britain,5.338,SAP preceding seven-day rolling average,p/kWh
2018-03-05,2018-03-05,day,K03000001,Great Britain,5.351,SAP preceding seven-day rolling average,p/kWh
2018-03-06,2018-03-06,day,K03000001,Great Britain,5.255,SAP preceding seven-day rolling average,p/kWh
2018-03-07,2018-03-07,day,K03000001,Great Britain,4.986,SAP preceding seven-day rolling average,p/kWh
2018-03-08,2018-03-08,day,K03000001,Great Britain,4.41,SAP preceding seven-day rolling average,p/kWh
2018-03-09,2018-03-09,day,K03000001,Great Britain,2.849,SAP preceding seven-day rolling average,p/kWh
2018-03-10,2018-03-10,day,K03000001,Great Britain,1.878,SAP preceding seven-day rolling average,p/kWh
2018-03-11,2018-03-11,day,K03000001,Great Britain,1.824,SAP preceding seven-day rolling average,p/kWh
2018-03-12,2018-03-12,day,K03000001,Great Britain,1.804,SAP preceding seven-day rolling average,p/kWh
2018-03-13,2018-03-13,day,K03000001,Great Britain,1.912,SAP preceding seven-day rolling average,p/kWh
2018-03-14,2018-03-14,day,K03000001,Great Britain,1.993,SAP preceding seven-day rolling average,p/kWh
2018-03-15,2018-03-15,day,K03000001,Great Britain,2.044,SAP preceding seven-day rolling average,p/kWh
2018-03-16,2018-03-16,day,K03000001,Great Britain,2.111,SAP preceding seven-day rolling average,p/kWh
2018-03-17,2018-03-17,day,K03000001,Great Britain,2.108,SAP preceding seven-day rolling average,p/kWh
2018-03-18,2018-03-18,day,K03000001,Great Britain,2.111,SAP preceding seven-day rolling average,p/kWh
2018-03-19,2018-03-19,day,K03000001,Great Britain,2.162,SAP preceding seven-day rolling average,p/kWh
2018-03-20,2018-03-20,day,K03000001,Great Britain,2.086,SAP preceding seven-day rolling average,p/kWh
2018-03-21,2018-03-21,day,K03000001,Great Britain,2.025,SAP preceding seven-day rolling average,p/kWh
2018-03-22,2018-03-22,day,K03000001,Great Britain,1.995,SAP preceding seven-day rolling average,p/kWh
2018-03-23,2018-03-23,day,K03000001,Great Britain,1.937,SAP preceding seven-day rolling average,p/kWh
2018-03-24,2018-03-24,day,K03000001,Great Britain,1.92,SAP preceding seven-day rolling average,p/kWh
2018-03-25,2018-03-25,day,K03000001,Great Britain,1.906,SAP preceding seven-day rolling average,p/kWh
2018-03-26,2018-03-26,day,K03000001,Great Britain,1.833,SAP preceding seven-day rolling average,p/kWh
2018-03-27,2018-03-27,day,K03000001,Great Britain,1.785,SAP preceding seven-day rolling average,p/kWh
2018-03-28,2018-03-28,day,K03000001,Great Britain,1.758,SAP preceding seven-day rolling average,p/kWh
2018-03-29,2018-03-29,day,K03000001,Great Britain,1.729,SAP preceding seven-day rolling average,p/kWh
2018-03-30,2018-03-30,day,K03000001,Great Britain,1.716,SAP preceding seven-day rolling average,p/kWh
2018-03-31,2018-03-31,day,K03000001,Great Britain,1.703,SAP preceding seven-day rolling average,p/kWh
2018-04-01,2018-04-01,day,K03000001,Great Britain,1.686,SAP preceding seven-day rolling average,p/kWh
2018-04-02,2018-04-02,day,K03000001,Great Britain,1.704,SAP preceding seven-day rolling average,p/kWh
2018-04-03,2018-04-03,day,K03000001,Great Britain,1.726,SAP preceding seven-day rolling average,p/kWh
2018-04-04,2018-04-04,day,K03000001,Great Britain,1.715,SAP preceding seven-day rolling average,p/kWh
2018-04-05,2018-04-05,day,K03000001,Great Britain,1.718,SAP preceding seven-day rolling average,p/kWh
2018-04-06,2018-04-06,day,K03000001,Great Britain,1.707,SAP preceding seven-day rolling average,p/kWh
2018-04-07,2018-04-07,day,K03000001,Great Britain,1.707,SAP preceding seven-day rolling average,p/kWh
2018-04-08,2018-04-08,day,K03000001,Great Britain,1.711,SAP preceding seven-day rolling average,p/kWh
2018-04-09,2018-04-09,day,K03000001,Great Britain,1.694,SAP preceding seven-day rolling average,p/kWh
2018-04-10,2018-04-10,day,K03000001,Great Britain,1.69,SAP preceding seven-day rolling average,p/kWh
2018-04-11,2018-04-11,day,K03000001,Great Britain,1.718,SAP preceding seven-day rolling average,p/kWh
2018-04-12,2018-04-12,day,K03000001,Great Britain,1.744,SAP preceding seven-day rolling average,p/kWh
2018-04-13,2018-04-13,day,K03000001,Great Britain,1.777,SAP preceding seven-day rolling average,p/kWh
2018-04-14,2018-04-14,day,K03000001,Great Britain,1.807,SAP preceding seven-day rolling average,p/kWh
2018-04-15,2018-04-15,day,K03000001,Great Britain,1.804,SAP preceding seven-day rolling average,p/kWh
2018-04-16,2018-04-16,day,K03000001,Great Britain,1.809,SAP preceding seven-day rolling average,p/kWh
2018-04-17,2018-04-17,day,K03000001,Great Britain,1.8,SAP preceding seven-day rolling average,p/kWh
2018-04-18,2018-04-18,day,K03000001,Great Britain,1.785,SAP preceding seven-day rolling average,p/kWh
2018-04-19,2018-04-19,day,K03000001,Great Britain,1.756,SAP preceding seven-day rolling average,p/kWh
2018-04-20,2018-04-20,day,K03000001,Great Britain,1.735,SAP preceding seven-day rolling average,p/kWh
2018-04-21,2018-04-21,day,K03000001,Great Britain,1.715,SAP preceding seven-day rolling average,p/kWh
2018-04-22,2018-04-22,day,K03000001,Great Britain,1.714,SAP preceding seven-day rolling average,p/kWh
2018-04-23,2018-04-23,day,K03000001,Great Britain,1.707,SAP preceding seven-day rolling average,p/kWh
2018-04-24,2018-04-24,day,K03000001,Great Britain,1.708,SAP preceding seven-day rolling average,p/kWh
2018-04-25,2018-04-25,day,K03000001,Great Britain,1.71,SAP preceding seven-day rolling average,p/kWh
2018-04-26,2018-04-26,day,K03000001,Great Britain,1.721,SAP preceding seven-day rolling average,p/kWh
2018-04-27,2018-04-27,day,K03000001,Great Britain,1.723,SAP preceding seven-day rolling average,p/kWh
2018-04-28,2018-04-28,day,K03000001,Great Britain,1.737,SAP preceding seven-day rolling average,p/kWh
2018-04-29,2018-04-29,day,K03000001,Great Britain,1.762,SAP preceding seven-day rolling average,p/kWh
2018-04-30,2018-04-30,day,K03000001,Great Britain,1.786,SAP preceding seven-day rolling average,p/kWh
2018-05-01,2018-05-01,day,K03000001,Great Britain,1.804,SAP preceding seven-day rolling average,p/kWh
2018-05-02,2018-05-02,day,K03000001,Great Britain,1.814,SAP preceding seven-day rolling average,p/kWh
2018-05-03,2018-05-03,day,K03000001,Great Britain,1.827,SAP preceding seven-day rolling average,p/kWh
2018-05-04,2018-05-04,day,K03000001,Great Britain,1.831,SAP preceding seven-day rolling average,p/kWh
2018-05-05,2018-05-05,day,K03000001,Great Britain,1.829,SAP preceding seven-day rolling average,p/kWh
2018-05-06,2018-05-06,day,K03000001,Great Britain,1.823,SAP preceding seven-day rolling average,p/kWh
2018-05-07,2018-05-07,day,K03000001,Great Britain,1.816,SAP preceding seven-day rolling average,p/kWh
2018-05-08,2018-05-08,day,K03000001,Great Britain,1.812,SAP preceding seven-day rolling average,p/kWh
2018-05-09,2018-05-09,day,K03000001,Great Britain,1.814,SAP preceding seven-day rolling average,p/kWh
2018-05-10,2018-05-10,day,K03000001,Great Britain,1.808,SAP preceding seven-day rolling average,p/kWh
2018-05-11,2018-05-11,day,K03000001,Great Britain,1.811,SAP preceding seven-day rolling average,p/kWh
2018-05-12,2018-05-12,day,K03000001,Great Britain,1.818,SAP preceding seven-day rolling average,p/kWh
2018-05-13,2018-05-13,day,K03000001,Great Britain,1.831,SAP preceding seven-day rolling average,p/kWh
2018-05-14,2018-05-14,day,K03000001,Great Britain,1.84,SAP preceding seven-day rolling average,p/kWh
2018-05-15,2018-05-15,day,K03000001,Great Britain,1.857,SAP preceding seven-day rolling average,p/kWh
2018-05-16,2018-05-16,day,K03000001,Great Britain,1.861,SAP preceding seven-day rolling average,p/kWh
2018-05-17,2018-05-17,day,K03000001,Great Britain,1.877,SAP preceding seven-day rolling average,p/kWh
2018-05-18,2018-05-18,day,K03000001,Great Britain,1.899,SAP preceding seven-day rolling average,p/kWh
2018-05-19,2018-05-19,day,K03000001,Great Britain,1.909,SAP preceding seven-day rolling average,p/kWh
2018-05-20,2018-05-20,day,K03000001,Great Britain,1.914,SAP preceding seven-day rolling average,p/kWh
2018-05-21,2018-05-21,day,K03000001,Great Britain,1.918,SAP preceding seven-day rolling average,p/kWh
2018-05-22,2018-05-22,day,K03000001,Great Britain,1.917,SAP preceding seven-day rolling average,p/kWh
2018-05-23,2018-05-23,day,K03000001,Great Britain,1.938,SAP preceding seven-day rolling average,p/kWh
2018-05-24,2018-05-24,day,K03000001,Great Britain,1.951,SAP preceding seven-day rolling average,p/kWh
2018-05-25,2018-05-25,day,K03000001,Great Britain,1.957,SAP preceding seven-day rolling average,p/kWh
2018-05-26,2018-05-26,day,K03000001,Great Britain,1.952,SAP preceding seven-day rolling average,p/kWh
2018-05-27,2018-05-27,day,K03000001,Great Britain,1.943,SAP preceding seven-day rolling average,p/kWh
2018-05-28,2018-05-28,day,K03000001,Great Britain,1.942,SAP preceding seven-day rolling average,p/kWh
2018-05-29,2018-05-29,day,K03000001,Great Britain,1.941,SAP preceding seven-day rolling average,p/kWh
2018-05-30,2018-05-30,day,K03000001,Great Britain,1.942,SAP preceding seven-day rolling average,p/kWh
2018-05-31,2018-05-31,day,K03000001,Great Britain,1.96,SAP preceding seven-day rolling average,p/kWh
2018-06-01,2018-06-01,day,K03000001,Great Britain,1.963,SAP preceding seven-day rolling average,p/kWh
2018-06-02,2018-06-02,day,K03000001,Great Britain,1.971,SAP preceding seven-day rolling average,p/kWh
2018-06-03,2018-06-03,day,K03000001,Great Britain,1.988,SAP preceding seven-day rolling average,p/kWh
2018-06-04,2018-06-04,day,K03000001,Great Britain,2.004,SAP preceding seven-day rolling average,p/kWh
2018-06-05,2018-06-05,day,K03000001,Great Britain,2.02,SAP preceding seven-day rolling average,p/kWh
2018-06-06,2018-06-06,day,K03000001,Great Britain,2.012,SAP preceding seven-day rolling average,p/kWh
2018-06-07,2018-06-07,day,K03000001,Great Britain,1.988,SAP preceding seven-day rolling average,p/kWh
2018-06-08,2018-06-08,day,K03000001,Great Britain,1.986,SAP preceding seven-day rolling average,p/kWh
2018-06-09,2018-06-09,day,K03000001,Great Britain,1.991,SAP preceding seven-day rolling average,p/kWh
2018-06-10,2018-06-10,day,K03000001,Great Britain,1.987,SAP preceding seven-day rolling average,p/kWh
2018-06-11,2018-06-11,day,K03000001,Great Britain,1.976,SAP preceding seven-day rolling average,p/kWh
2018-06-12,2018-06-12,day,K03000001,Great Britain,1.953,SAP preceding seven-day rolling average,p/kWh
2018-06-13,2018-06-13,day,K03000001,Great Britain,1.939,SAP preceding seven-day rolling average,p/kWh
2018-06-14,2018-06-14,day,K03000001,Great Britain,1.945,SAP preceding seven-day rolling average,p/kWh
2018-06-15,2018-06-15,day,K03000001,Great Britain,1.932,SAP preceding seven-day rolling average,p/kWh
2018-06-16,2018-06-16,day,K03000001,Great Britain,1.921,SAP preceding seven-day rolling average,p/kWh
2018-06-17,2018-06-17,day,K03000001,Great Britain,1.907,SAP preceding seven-day rolling average,p/kWh
2018-06-18,2018-06-18,day,K03000001,Great Britain,1.893,SAP preceding seven-day rolling average,p/kWh
2018-06-19,2018-06-19,day,K03000001,Great Britain,1.893,SAP preceding seven-day rolling average,p/kWh
2018-06-20,2018-06-20,day,K03000001,Great Britain,1.89,SAP preceding seven-day rolling average,p/kWh
2018-06-21,2018-06-21,day,K03000001,Great Britain,1.867,SAP preceding seven-day rolling average,p/kWh
2018-06-22,2018-06-22,day,K03000001,Great Britain,1.843,SAP preceding seven-day rolling average,p/kWh
2018-06-23,2018-06-23,day,K03000001,Great Britain,1.831,SAP preceding seven-day rolling average,p/kWh
2018-06-24,2018-06-24,day,K03000001,Great Britain,1.827,SAP preceding seven-day rolling average,p/kWh
2018-06-25,2018-06-25,day,K03000001,Great Britain,1.818,SAP preceding seven-day rolling average,p/kWh
2018-06-26,2018-06-26,day,K03000001,Great Britain,1.808,SAP preceding seven-day rolling average,p/kWh
2018-06-27,2018-06-27,day,K03000001,Great Britain,1.808,SAP preceding seven-day rolling average,p/kWh
2018-06-28,2018-06-28,day,K03000001,Great Britain,1.816,SAP preceding seven-day rolling average,p/kWh
2018-06-29,2018-06-29,day,K03000001,Great Britain,1.832,SAP preceding seven-day rolling average,p/kWh
2018-06-30,2018-06-30,day,K03000001,Great Britain,1.83,SAP preceding seven-day rolling average,p/kWh
2018-07-01,2018-07-01,day,K03000001,Great Britain,1.828,SAP preceding seven-day rolling average,p/kWh
2018-07-02,2018-07-02,day,K03000001,Great Britain,1.829,SAP preceding seven-day rolling average,p/kWh
2018-07-03,2018-07-03,day,K03000001,Great Britain,1.843,SAP preceding seven-day rolling average,p/kWh
2018-07-04,2018-07-04,day,K03000001,Great Britain,1.853,SAP preceding seven-day rolling average,p/kWh
2018-07-05,2018-07-05,day,K03000001,Great Britain,1.86,SAP preceding seven-day rolling average,p/kWh
2018-07-06,2018-07-06,day,K03000001,Great Britain,1.877,SAP preceding seven-day rolling average,p/kWh
2018-07-07,2018-07-07,day,K03000001,Great Britain,1.902,SAP preceding seven-day rolling average,p/kWh
2018-07-08,2018-07-08,day,K03000001,Great Britain,1.926,SAP preceding seven-day rolling average,p/kWh
2018-07-09,2018-07-09,day,K03000001,Great Britain,1.951,SAP preceding seven-day rolling average,p/kWh
2018-07-10,2018-07-10,day,K03000001,Great Britain,1.967,SAP preceding seven-day rolling average,p/kWh
2018-07-11,2018-07-11,day,K03000001,Great Britain,1.978,SAP preceding seven-day rolling average,p/kWh
2018-07-12,2018-07-12,day,K03000001,Great Britain,1.984,SAP preceding seven-day rolling average,p/kWh
2018-07-13,2018-07-13,day,K03000001,Great Britain,1.976,SAP preceding seven-day rolling average,p/kWh
2018-07-14,2018-07-14,day,K03000001,Great Britain,1.982,SAP preceding seven-day rolling average,p/kWh
2018-07-15,2018-07-15,day,K03000001,Great Britain,1.98,SAP preceding seven-day rolling average,p/kWh
2018-07-16,2018-07-16,day,K03000001,Great Britain,1.978,SAP preceding seven-day rolling average,p/kWh
2018-07-17,2018-07-17,day,K03000001,Great Britain,1.961,SAP preceding seven-day rolling average,p/kWh
2018-07-18,2018-07-18,day,K03000001,Great Britain,1.957,SAP preceding seven-day rolling average,p/kWh
2018-07-19,2018-07-19,day,K03000001,Great Britain,1.961,SAP preceding seven-day rolling average,p/kWh
2018-07-20,2018-07-20,day,K03000001,Great Britain,1.968,SAP preceding seven-day rolling average,p/kWh
2018-07-21,2018-07-21,day,K03000001,Great Britain,1.963,SAP preceding seven-day rolling average,p/kWh
2018-07-22,2018-07-22,day,K03000001,Great Britain,1.96,SAP preceding seven-day rolling average,p/kWh
2018-07-23,2018-07-23,day,K03000001,Great Britain,1.961,SAP preceding seven-day rolling average,p/kWh
2018-07-24,2018-07-24,day,K03000001,Great Britain,1.975,SAP preceding seven-day rolling average,p/kWh
2018-07-25,2018-07-25,day,K03000001,Great Britain,1.982,SAP preceding seven-day rolling average,p/kWh
2018-07-26,2018-07-26,day,K03000001,Great Britain,1.978,SAP preceding seven-day rolling average,p/kWh
2018-07-27,2018-07-27,day,K03000001,Great Britain,1.975,SAP preceding seven-day rolling average,p/kWh
2018-07-28,2018-07-28,day,K03000001,Great Britain,1.975,SAP preceding seven-day rolling average,p/kWh
2018-07-29,2018-07-29,day,K03000001,Great Britain,1.977,SAP preceding seven-day rolling average,p/kWh
2018-07-30,2018-07-30,day,K03000001,Great Britain,1.977,SAP preceding seven-day rolling average,p/kWh
2018-07-31,2018-07-31,day,K03000001,Great Britain,1.979,SAP preceding seven-day rolling average,p/kWh
2018-08-01,2018-08-01,day,K03000001,Great Britain,1.978,SAP preceding seven-day rolling average,p/kWh
2018-08-02,2018-08-02,day,K03000001,Great Britain,1.977,SAP preceding seven-day rolling average,p/kWh
2018-08-03,2018-08-03,day,K03000001,Great Britain,1.985,SAP preceding seven-day rolling average,p/kWh
2018-08-04,2018-08-04,day,K03000001,Great Britain,1.99,SAP preceding seven-day rolling average,p/kWh
2018-08-05,2018-08-05,day,K03000001,Great Britain,1.99,SAP preceding seven-day rolling average,p/kWh
2018-08-06,2018-08-06,day,K03000001,Great Britain,1.991,SAP preceding seven-day rolling average,p/kWh
2018-08-07,2018-08-07,day,K03000001,Great Britain,1.989,SAP preceding seven-day rolling average,p/kWh
2018-08-08,2018-08-08,day,K03000001,Great Britain,1.99,SAP preceding seven-day rolling average,p/kWh
2018-08-09,2018-08-09,day,K03000001,Great Britain,1.996,SAP preceding seven-day rolling average,p/kWh
2018-08-10,2018-08-10,day,K03000001,Great Britain,1.992,SAP preceding seven-day rolling average,p/kWh
2018-08-11,2018-08-11,day,K03000001,Great Britain,1.992,SAP preceding seven-day rolling average,p/kWh
2018-08-12,2018-08-12,day,K03000001,Great Britain,2.0,SAP preceding seven-day rolling average,p/kWh
2018-08-13,2018-08-13,day,K03000001,Great Britain,2.01,SAP preceding seven-day rolling average,p/kWh
2018-08-14,2018-08-14,day,K03000001,Great Britain,2.025,SAP preceding seven-day rolling average,p/kWh
2018-08-15,2018-08-15,day,K03000001,Great Britain,2.031,SAP preceding seven-day rolling average,p/kWh
2018-08-16,2018-08-16,day,K03000001,Great Britain,2.03,SAP preceding seven-day rolling average,p/kWh
2018-08-17,2018-08-17,day,K03000001,Great Britain,2.046,SAP preceding seven-day rolling average,p/kWh
2018-08-18,2018-08-18,day,K03000001,Great Britain,2.063,SAP preceding seven-day rolling average,p/kWh
2018-08-19,2018-08-19,day,K03000001,Great Britain,1.774,SAP preceding seven-day rolling average,p/kWh
2018-08-20,2018-08-20,day,K03000001,Great Britain,2.071,SAP preceding seven-day rolling average,p/kWh
2018-08-21,2018-08-21,day,K03000001,Great Britain,2.076,SAP preceding seven-day rolling average,p/kWh
2018-08-22,2018-08-22,day,K03000001,Great Britain,2.095,SAP preceding seven-day rolling average,p/kWh
2018-08-23,2018-08-23,day,K03000001,Great Britain,2.122,SAP preceding seven-day rolling average,p/kWh
2018-08-24,2018-08-24,day,K03000001,Great Britain,2.141,SAP preceding seven-day rolling average,p/kWh
2018-08-25,2018-08-25,day,K03000001,Great Britain,2.157,SAP preceding seven-day rolling average,p/kWh
2018-08-26,2018-08-26,day,K03000001,Great Britain,2.188,SAP preceding seven-day rolling average,p/kWh
2018-08-27,2018-08-27,day,K03000001,Great Britain,2.214,SAP preceding seven-day rolling average,p/kWh
2018-08-28,2018-08-28,day,K03000001,Great Britain,2.233,SAP preceding seven-day rolling average,p/kWh
2018-08-29,2018-08-29,day,K03000001,Great Britain,2.256,SAP preceding seven-day rolling average,p/kWh
2018-08-30,2018-08-30,day,K03000001,Great Britain,2.284,SAP preceding seven-day rolling average,p/kWh
2018-08-31,2018-08-31,day,K03000001,Great Britain,2.306,SAP preceding seven-day rolling average,p/kWh
2018-09-01,2018-09-01,day,K03000001,Great Britain,2.313,SAP preceding seven-day rolling average,p/kWh
2018-09-02,2018-09-02,day,K03000001,Great Britain,2.319,SAP preceding seven-day rolling average,p/kWh
2018-09-03,2018-09-03,day,K03000001,Great Britain,2.33,SAP preceding seven-day rolling average,p/kWh
2018-09-04,2018-09-04,day,K03000001,Great Britain,2.351,SAP preceding seven-day rolling average,p/kWh
2018-09-05,2018-09-05,day,K03000001,Great Britain,2.362,SAP preceding seven-day rolling average,p/kWh
2018-09-06,2018-09-06,day,K03000001,Great Britain,2.37,SAP preceding seven-day rolling average,p/kWh
2018-09-07,2018-09-07,day,K03000001,Great Britain,2.393,SAP preceding seven-day rolling average,p/kWh
2018-09-08,2018-09-08,day,K03000001,Great Britain,2.432,SAP preceding seven-day rolling average,p/kWh
2018-09-09,2018-09-09,day,K03000001,Great Britain,2.467,SAP preceding seven-day rolling average,p/kWh
2018-09-10,2018-09-10,day,K03000001,Great Britain,2.493,SAP preceding seven-day rolling average,p/kWh
2018-09-11,2018-09-11,day,K03000001,Great Britain,2.523,SAP preceding seven-day rolling average,p/kWh
2018-09-12,2018-09-12,day,K03000001,Great Britain,2.546,SAP preceding seven-day rolling average,p/kWh
2018-09-13,2018-09-13,day,K03000001,Great Britain,2.555,SAP preceding seven-day rolling average,p/kWh
2018-09-14,2018-09-14,day,K03000001,Great Britain,2.536,SAP preceding seven-day rolling average,p/kWh
2018-09-15,2018-09-15,day,K03000001,Great Britain,2.515,SAP preceding seven-day rolling average,p/kWh
2018-09-16,2018-09-16,day,K03000001,Great Britain,2.495,SAP preceding seven-day rolling average,p/kWh
2018-09-17,2018-09-17,day,K03000001,Great Britain,2.482,SAP preceding seven-day rolling average,p/kWh
2018-09-18,2018-09-18,day,K03000001,Great Britain,2.459,SAP preceding seven-day rolling average,p/kWh
2018-09-19,2018-09-19,day,K03000001,Great Britain,2.434,SAP preceding seven-day rolling average,p/kWh
2018-09-20,2018-09-20,day,K03000001,Great Britain,2.437,SAP preceding seven-day rolling average,p/kWh
2018-09-21,2018-09-21,day,K03000001,Great Britain,2.464,SAP preceding seven-day rolling average,p/kWh
2018-09-22,2018-09-22,day,K03000001,Great Britain,2.499,SAP preceding seven-day rolling average,p/kWh
2018-09-23,2018-09-23,day,K03000001,Great Britain,2.529,SAP preceding seven-day rolling average,p/kWh
2018-09-24,2018-09-24,day,K03000001,Great Britain,2.558,SAP preceding seven-day rolling average,p/kWh
2018-09-25,2018-09-25,day,K03000001,Great Britain,2.589,SAP preceding seven-day rolling average,p/kWh
2018-09-26,2018-09-26,day,K03000001,Great Britain,2.622,SAP preceding seven-day rolling average,p/kWh
2018-09-27,2018-09-27,day,K03000001,Great Britain,2.624,SAP preceding seven-day rolling average,p/kWh
2018-09-28,2018-09-28,day,K03000001,Great Britain,2.607,SAP preceding seven-day rolling average,p/kWh
2018-09-29,2018-09-29,day,K03000001,Great Britain,2.585,SAP preceding seven-day rolling average,p/kWh
2018-09-30,2018-09-30,day,K03000001,Great Britain,2.563,SAP preceding seven-day rolling average,p/kWh
2018-10-01,2018-10-01,day,K03000001,Great Britain,2.542,SAP preceding seven-day rolling average,p/kWh
2018-10-02,2018-10-02,day,K03000001,Great Britain,2.507,SAP preceding seven-day rolling average,p/kWh
2018-10-03,2018-10-03,day,K03000001,Great Britain,2.48,SAP preceding seven-day rolling average,p/kWh
2018-10-04,2018-10-04,day,K03000001,Great Britain,2.462,SAP preceding seven-day rolling average,p/kWh
2018-10-05,2018-10-05,day,K03000001,Great Britain,2.459,SAP preceding seven-day rolling average,p/kWh
2018-10-06,2018-10-06,day,K03000001,Great Britain,2.458,SAP preceding seven-day rolling average,p/kWh
2018-10-07,2018-10-07,day,K03000001,Great Britain,2.453,SAP preceding seven-day rolling average,p/kWh
2018-10-08,2018-10-08,day,K03000001,Great Britain,2.45,SAP preceding seven-day rolling average,p/kWh
2018-10-09,2018-10-09,day,K03000001,Great Britain,2.44,SAP preceding seven-day rolling average,p/kWh
2018-10-10,2018-10-10,day,K03000001,Great Britain,2.408,SAP preceding seven-day rolling average,p/kWh
2018-10-11,2018-10-11,day,K03000001,Great Britain,2.376,SAP preceding seven-day rolling average,p/kWh
2018-10-12,2018-10-12,day,K03000001,Great Britain,2.331,SAP preceding seven-day rolling average,p/kWh
2018-10-13,2018-10-13,day,K03000001,Great Britain,2.298,SAP preceding seven-day rolling average,p/kWh
2018-10-14,2018-10-14,day,K03000001,Great Britain,2.271,SAP preceding seven-day rolling average,p/kWh
2018-10-15,2018-10-15,day,K03000001,Great Britain,2.253,SAP preceding seven-day rolling average,p/kWh
2018-10-16,2018-10-16,day,K03000001,Great Britain,2.252,SAP preceding seven-day rolling average,p/kWh
2018-10-17,2018-10-17,day,K03000001,Great Britain,2.26,SAP preceding seven-day rolling average,p/kWh
2018-10-18,2018-10-18,day,K03000001,Great Britain,2.253,SAP preceding seven-day rolling average,p/kWh
2018-10-19,2018-10-19,day,K03000001,Great Britain,2.264,SAP preceding seven-day rolling average,p/kWh
2018-10-20,2018-10-20,day,K03000001,Great Britain,2.272,SAP preceding seven-day rolling average,p/kWh
2018-10-21,2018-10-21,day,K03000001,Great Britain,2.271,SAP preceding seven-day rolling average,p/kWh
2018-10-22,2018-10-22,day,K03000001,Great Britain,2.236,SAP preceding seven-day rolling average,p/kWh
2018-10-23,2018-10-23,day,K03000001,Great Britain,2.205,SAP preceding seven-day rolling average,p/kWh
2018-10-24,2018-10-24,day,K03000001,Great Britain,2.176,SAP preceding seven-day rolling average,p/kWh
2018-10-25,2018-10-25,day,K03000001,Great Britain,2.174,SAP preceding seven-day rolling average,p/kWh
2018-10-26,2018-10-26,day,K03000001,Great Britain,2.174,SAP preceding seven-day rolling average,p/kWh
2018-10-27,2018-10-27,day,K03000001,Great Britain,2.146,SAP preceding seven-day rolling average,p/kWh
2018-10-28,2018-10-28,day,K03000001,Great Britain,2.123,SAP preceding seven-day rolling average,p/kWh
