period_code,period_label,period_type,geography_code,geography_label,observation,measure,unit
2020-10-05,2020-10-05,day,K03000001,Great Britain,1.206,SAP actual day,p/kWh
2020-10-06,2020-10-06,day,K03000001,Great Britain,1.212,SAP actual day,p/kWh
2020-10-07,2020-10-07,day,K03000001,Great Britain,1.309,SAP actual day,p/kWh
2020-10-08,2020-10-08,day,K03000001,Great Britain,1.34,SAP actual day,p/kWh
2020-10-09,2020-10-09,day,K03000001,Great Britain,1.27,SAP actual day,p/kWh
2020-10-10,2020-10-10,day,K03000001,Great Britain,1.256,SAP actual day,p/kWh
2020-10-11,2020-10-11,day,K03000001,Great Britain,1.237,SAP actual day,p/kWh
2020-10-12,2020-10-12,day,K03000001,Great Britain,1.291,SAP actual day,p/kWh
2020-10-13,2020-10-13,day,K03000001,Great Britain,1.266,SAP actual day,p/kWh
2020-10-14,2020-10-14,day,K03000001,Great Britain,1.305,SAP actual day,p/kWh
2020-10-15,2020-10-15,day,K03000001,Great Britain,1.375,SAP actual day,p/kWh
2020-10-16,2020-10-16,day,K03000001,Great Britain,1.382,SAP actual day,p/kWh
2020-10-17,2020-10-17,day,K03000001,Great Britain,1.374,SAP actual day,p/kWh
2020-10-18,2020-10-18,day,K03000001,Great Britain,1.372,SAP actual day,p/kWh
2020-10-19,2020-10-19,day,K03000001,Great Britain,1.36,SAP actual day,p/kWh
2020-10-20,2020-10-20,day,K03000001,Great Britain,1.361,SAP actual day,p/kWh
2020-10-21,2020-10-21,day,K03000001,Great Britain,1.386,SAP actual day,p/kWh
2020-10-22,2020-10-22,day,K03000001,Great Britain,1.398,SAP actual day,p/kWh
2020-10-23,2020-10-23,day,K03000001,Great Britain,1.41,SAP actual day,p/kWh
2020-10-24,2020-10-24,day,K03000001,Great Britain,1.411,SAP actual day,p/kWh
2020-10-25,2020-10-25,day,K03000001,Great Britain,1.439,SAP actual day,p/kWh
2020-10-26,2020-10-26,day,K03000001,Great Britain,1.333,SAP actual day,p/kWh
2020-10-27,2020-10-27,day,K03000001,Great Britain,1.416,SAP actual day,p/kWh
2020-10-28,2020-10-28,day,K03000001,Great Britain,1.339,SAP actual day,p/kWh
2020-10-29,2020-10-29,day,K03000001,Great Britain,1.303,SAP actual day,p/kWh
2020-10-30,2020-10-30,day,K03000001,Great Britain,1.166,SAP actual day,p/kWh
2020-10-31,2020-10-31,day,K03000001,Great Britain,1.161,SAP actual day,p/kWh
2020-11-01,2020-11-01,day,K03000001,Great Britain,1.134,SAP actual day,p/kWh
2020-11-02,2020-11-02,day,K03000001,Great Britain,1.049,SAP actual day,p/kWh
2020-11-03,2020-11-03,day,K03000001,Great Britain,1.312,SAP actual day,p/kWh
2020-11-04,2020-11-04,day,K03000001,Great Britain,1.284,SAP actual day,p/kWh
2020-11-05,2020-11-05,day,K03000001,Great Britain,1.297,SAP actual day,p/kWh
2020-11-06,2020-11-06,day,K03000001,Great Britain,1.249,SAP actual day,p/kWh
2020-11-07,2020-11-07,day,K03000001,Great Britain,1.306,SAP actual day,p/kWh
2020-11-08,2020-11-08,day,K03000001,Great Britain,1.263,SAP actual day,p/kWh
2020-11-09,2020-11-09,day,K03000001,Great Britain,1.292,SAP actual day,p/kWh
2020-11-10,2020-11-10,day,K03000001,Great Britain,1.247,SAP actual day,p/kWh
2020-11-11,2020-11-11,day,K03000001,Great Britain,1.27,SAP actual day,p/kWh
2020-11-12,2020-11-12,day,K03000001,Great Britain,1.274,SAP actual day,p/kWh
2020-11-13,2020-11-13,day,K03000001,Great Britain,1.317,SAP actual day,p/kWh
2020-11-14,2020-11-14,day,K03000001,Great Britain,1.265,SAP actual day,p/kWh
2020-11-15,2020-11-15,day,K03000001,Great Britain,1.26,SAP actual day,p/kWh
2020-11-16,2020-11-16,day,K03000001,Great Britain,1.34,SAP actual day,p/kWh
2020-11-17,2020-11-17,day,K03000001,Great Britain,1.202,SAP actual day,p/kWh
2020-11-18,2020-11-18,day,K03000001,Great Britain,1.245,SAP actual day,p/kWh
2020-11-19,2020-11-19,day,K03000001,Great Britain,1.253,SAP actual day,p/kWh
2020-11-20,2020-11-20,day,K03000001,Great Britain,1.146,SAP actual day,p/kWh
2020-11-21,2020-11-21,day,K03000001,Great Britain,1.19,SAP actual day,p/kWh
2020-11-22,2020-11-22,day,K03000001,Great Britain,1.213,SAP actual day,p/kWh
2020-11-23,2020-11-23,day,K03000001,Great Britain,1.306,SAP actual day,p/kWh
2020-11-24,2020-11-24,day,K03000001,Great Britain,1.293,SAP actual day,p/kWh
2020-11-25,2020-11-25,day,K03000001,Great Britain,1.348,SAP actual day,p/kWh
2020-11-26,2020-11-26,day,K03000001,Great Britain,1.394,SAP actual day,p/kWh
2020-11-27,2020-11-27,day,K03000001,Great Britain,1.463,SAP actual day,p/kWh
2020-11-28,2020-11-28,day,K03000001,Great Britain,1.402,SAP actual day,p/kWh
2020-11-29,2020-11-29,day,K03000001,Great Britain,1.351,SAP actual day,p/kWh
2020-11-30,2020-11-30,day,K03000001,Great Britain,1.441,SAP actual day,p/kWh
2020-12-01,2020-12-01,day,K03000001,Great Britain,1.476,SAP actual day,p/kWh
2020-12-02,2020-12-02,day,K03000001,Great Britain,1.454,SAP actual day,p/kWh
2020-12-03,2020-12-03,day,K03000001,Great Britain,1.401,SAP actual day,p/kWh
2020-12-04,2020-12-04,day,K03000001,Great Britain,1.452,SAP actual day,p/kWh
2020-12-05,2020-12-05,day,K03000001,Great Britain,1.412,SAP actual day,p/kWh
2020-12-06,2020-12-06,day,K03000001,Great Britain,1.446,SAP actual day,p/kWh
2020-12-07,2020-12-07,day,K03000001,Great Britain,1.415,SAP actual day,p/kWh
2020-12-08,2020-12-08,day,K03000001,Great Britain,1.391,SAP actual day,p/kWh
2020-12-09,2020-12-09,day,K03000001,Great Britain,1.391,SAP actual day,p/kWh
2020-12-10,2020-12-10,day,K03000001,Great Britain,1.436,SAP actual day,p/kWh
2020-12-11,2020-12-11,day,K03000001,Great Britain,1.484,SAP actual day,p/kWh
2020-12-12,2020-12-12,day,K03000001,Great Britain,1.492,SAP actual day,p/kWh
2020-12-13,2020-12-13,day,K03000001,Great Britain,1.503,SAP actual day,p/kWh
2020-12-14,2020-12-14,day,K03000001,Great Britain,1.559,SAP actual day,p/kWh
2020-12-15,2020-12-15,day,K03000001,Great Britain,1.564,SAP actual day,p/kWh
2020-12-16,2020-12-16,day,K03000001,Great Britain,1.551,SAP actual day,p/kWh
2020-12-17,2020-12-17,day,K03000001,Great Britain,1.51,SAP actual day,p/kWh
2020-12-18,2020-12-18,day,K03000001,Great Britain,1.401,SAP actual day,p/kWh
2020-12-19,2020-12-19,day,K03000001,Great Britain,1.421,SAP actual day,p/kWh
2020-12-20,2020-12-20,day,K03000001,Great Britain,1.511,SAP actual day,p/kWh
2020-12-21,2020-12-21,day,K03000001,Great Britain,1.601,SAP actual day,p/kWh
2020-12-22,2020-12-22,day,K03000001,Great Britain,1.63,SAP actual day,p/kWh
2020-12-23,2020-12-23,day,K03000001,Great Britain,1.474,SAP actual day,p/kWh
2020-12-24,2020-12-24,day,K03000001,Great Britain,1.693,SAP actual day,p/kWh
2020-12-25,2020-12-25,day,K03000001,Great Britain,1.732,SAP actual day,p/kWh
2020-12-26,2020-12-26,day,K03000001,Great Britain,1.671,SAP actual day,p/kWh
2020-12-27,2020-12-27,day,K03000001,Great Britain,1.735,SAP actual day,p/kWh
2020-12-28,2020-12-28,day,K03000001,Great Britain,1.933,SAP actual day,p/kWh
2020-12-29,2020-12-29,day,K03000001,Great Britain,1.956,SAP actual day,p/kWh
2020-12-30,2020-12-30,day,K03000001,Great Britain,1.94,SAP actual day,p/kWh
2020-12-31,2020-12-31,day,K03000001,Great Britain,1.963,SAP actual day,p/kWh
2021-01-01,2021-01-01,day,K03000001,Great Britain,1.95,SAP actual day,p/kWh
2021-01-02,2021-01-02,day,K03000001,Great Britain,1.958,SAP actual day,p/kWh
2021-01-03,2021-01-03,day,K03000001,Great Britain,1.944,SAP actual day,p/kWh
2021-01-04,2021-01-04,day,K03000001,Great Britain,2.039,SAP actual day,p/kWh
2021-01-05,2021-01-05,day,K03000001,Great Britain,1.87,SAP actual day,p/kWh
2021-01-06,2021-01-06,day,K03000001,Great Britain,1.853,SAP actual day,p/kWh
2021-01-07,2021-01-07,day,K03000001,Great Britain,2.006,SAP actual day,p/kWh
2021-01-08,2021-01-08,day,K03000001,Great Britain,2.142,SAP actual day,p/kWh
2021-01-09,2021-01-09,day,K03000001,Great Britain,2.139,SAP actual day,p/kWh
2021-01-10,2021-01-10,day,K03000001,Great Britain,2.088,SAP actual day,p/kWh
2021-01-11,2021-01-11,day,K03000001,Great Britain,2.22,SAP actual day,p/kWh
2021-01-12,2021-01-12,day,K03000001,Great Britain,2.643,SAP actual day,p/kWh
2021-01-13,2021-01-13,day,K03000001,Great Britain,2.336,SAP actual day,p/kWh
2021-01-14,2021-01-14,day,K03000001,Great Britain,2.112,SAP actual day,p/kWh
2021-01-15,2021-01-15,day,K03000001,Great Britain,2.009,SAP actual day,p/kWh
2021-01-16,2021-01-16,day,K03000001,Great Britain,1.914,SAP actual day,p/kWh
2021-01-17,2021-01-17,day,K03000001,Great Britain,1.834,SAP actual day,p/kWh
2021-01-18,2021-01-18,day,K03000001,Great Britain,1.835,SAP actual day,p/kWh
2021-01-19,2021-01-19,day,K03000001,Great Britain,1.828,SAP actual day,p/kWh
2021-01-20,2021-01-20,day,K03000001,Great Britain,1.955,SAP actual day,p/kWh
2021-01-21,2021-01-21,day,K03000001,Great Britain,1.959,SAP actual day,p/kWh
2021-01-22,2021-01-22,day,K03000001,Great Britain,2.052,SAP actual day,p/kWh
2021-01-23,2021-01-23,day,K03000001,Great Britain,1.988,SAP actual day,p/kWh
2021-01-24,2021-01-24,day,K03000001,Great Britain,2.103,SAP actual day,p/kWh
2021-01-25,2021-01-25,day,K03000001,Great Britain,1.973,SAP actual day,p/kWh
2021-01-26,2021-01-26,day,K03000001,Great Britain,1.907,SAP actual day,p/kWh
2021-01-27,2021-01-27,day,K03000001,Great Britain,1.8,SAP actual day,p/kWh
2021-01-28,2021-01-28,day,K03000001,Great Britain,1.907,SAP actual day,p/kWh
2021-01-29,2021-01-29,day,K03000001,Great Britain,1.816,SAP actual day,p/kWh
2021-01-30,2021-01-30,day,K03000001,Great Britain,1.782,SAP actual day,p/kWh
2021-01-31,2021-01-31,day,K03000001,Great Britain,1.822,SAP actual day,p/kWh
2021-02-01,2021-02-01,day,K03000001,Great Britain,1.712,SAP actual day,p/kWh
2021-02-02,2021-02-02,day,K03000001,Great Britain,1.732,SAP actual day,p/kWh
2021-02-03,2021-02-03,day,K03000001,Great Britain,1.587,SAP actual day,p/kWh
2021-02-04,2021-02-04,day,K03000001,Great Britain,1.736,SAP actual day,p/kWh
2021-02-05,2021-02-05,day,K03000001,Great Britain,1.737,SAP actual day,p/kWh
2021-02-06,2021-02-06,day,K03000001,Great Britain,1.611,SAP actual day,p/kWh
2021-02-07,2021-02-07,day,K03000001,Great Britain,1.748,SAP actual day,p/kWh
2021-02-08,2021-02-08,day,K03000001,Great Britain,1.996,SAP actual day,p/kWh
2021-02-09,2021-02-09,day,K03000001,Great Britain,1.903,SAP actual day,p/kWh
2021-02-10,2021-02-10,day,K03000001,Great Britain,1.792,SAP actual day,p/kWh
2021-02-11,2021-02-11,day,K03000001,Great Britain,1.605,SAP actual day,p/kWh
2021-02-12,2021-02-12,day,K03000001,Great Britain,1.584,SAP actual day,p/kWh
2021-02-13,2021-02-13,day,K03000001,Great Britain,1.655,SAP actual day,p/kWh
2021-02-14,2021-02-14,day,K03000001,Great Britain,1.632,SAP actual day,p/kWh
2021-02-15,2021-02-15,day,K03000001,Great Britain,1.435,SAP actual day,p/kWh
2021-02-16,2021-02-16,day,K03000001,Great Britain,1.431,SAP actual day,p/kWh
2021-02-17,2021-02-17,day,K03000001,Great Britain,1.443,SAP actual day,p/kWh
2021-02-18,2021-02-18,day,K03000001,Great Britain,1.515,SAP actual day,p/kWh
2021-02-19,2021-02-19,day,K03000001,Great Britain,1.491,SAP actual day,p/kWh
2021-02-20,2021-02-20,day,K03000001,Great Britain,1.409,SAP actual day,p/kWh
2021-02-21,2021-02-21,day,K03000001,Great Britain,1.429,SAP actual day,p/kWh
2021-02-22,2021-02-22,day,K03000001,Great Britain,1.384,SAP actual day,p/kWh
2021-02-23,2021-02-23,day,K03000001,Great Britain,1.407,SAP actual day,p/kWh
2021-02-24,2021-02-24,day,K03000001,Great Britain,1.366,SAP actual day,p/kWh
2021-02-25,2021-02-25,day,K03000001,Great Britain,1.382,SAP actual day,p/kWh
2021-02-26,2021-02-26,day,K03000001,Great Britain,1.396,SAP actual day,p/kWh
2021-02-27,2021-02-27,day,K03000001,Great Britain,1.41,SAP actual day,p/kWh
2021-02-28,2021-02-28,day,K03000001,Great Britain,1.439,SAP actual day,p/kWh
2021-03-01,2021-03-01,day,K03000001,Great Britain,1.512,SAP actual day,p/kWh
2021-03-02,2021-03-02,day,K03000001,Great Britain,1.514,SAP actual day,p/kWh
2021-03-03,2021-03-03,day,K03000001,Great Britain,1.55,SAP actual day,p/kWh
2021-03-04,2021-03-04,day,K03000001,Great Britain,1.532,SAP actual day,p/kWh
2021-03-05,2021-03-05,day,K03000001,Great Britain,1.538,SAP actual day,p/kWh
2021-03-06,2021-03-06,day,K03000001,Great Britain,1.54,SAP actual day,p/kWh
2021-03-07,2021-03-07,day,K03000001,Great Britain,1.566,SAP actual day,p/kWh
2021-03-08,2021-03-08,day,K03000001,Great Britain,1.543,SAP actual day,p/kWh
2021-03-09,2021-03-09,day,K03000001,Great Britain,1.488,SAP actual day,p/kWh
2021-03-10,2021-03-10,day,K03000001,Great Britain,1.584,SAP actual day,p/kWh
2021-03-11,2021-03-11,day,K03000001,Great Britain,1.592,SAP actual day,p/kWh
2021-03-12,2021-03-12,day,K03000001,Great Britain,1.624,SAP actual day,p/kWh
2021-03-13,2021-03-13,day,K03000001,Great Britain,1.625,SAP actual day,p/kWh
2021-03-14,2021-03-14,day,K03000001,Great Britain,1.61,SAP actual day,p/kWh
2021-03-15,2021-03-15,day,K03000001,Great Britain,1.512,SAP actual day,p/kWh
2021-03-16,2021-03-16,day,K03000001,Great Britain,1.455,SAP actual day,p/kWh
2021-03-17,2021-03-17,day,K03000001,Great Britain,1.575,SAP actual day,p/kWh
2021-03-18,2021-03-18,day,K03000001,Great Britain,1.485,SAP actual day,p/kWh
2021-03-19,2021-03-19,day,K03000001,Great Britain,1.468,SAP actual day,p/kWh
2021-03-20,2021-03-20,day,K03000001,Great Britain,1.423,SAP actual day,p/kWh
2021-03-21,2021-03-21,day,K03000001,Great Britain,1.498,SAP actual day,p/kWh
2021-03-22,2021-03-22,day,K03000001,Great Britain,1.531,SAP actual day,p/kWh
2021-03-23,2021-03-23,day,K03000001,Great Britain,1.514,SAP actual day,p/kWh
2021-03-24,2021-03-24,day,K03000001,Great Britain,1.57,SAP actual day,p/kWh
2021-03-25,2021-03-25,day,K03000001,Great Britain,1.545,SAP actual day,p/kWh
2021-03-26,2021-03-26,day,K03000001,Great Britain,1.602,SAP actual day,p/kWh
2021-03-27,2021-03-27,day,K03000001,Great Britain,1.642,SAP actual day,p/kWh
2021-03-28,2021-03-28,day,K03000001,Great Britain,1.645,SAP actual day,p/kWh
2021-03-29,2021-03-29,day,K03000001,Great Britain,1.536,SAP actual day,p/kWh
2021-03-30,2021-03-30,day,K03000001,Great Britain,1.567,SAP actual day,p/kWh
2021-03-31,2021-03-31,day,K03000001,Great Britain,1.589,SAP actual day,p/kWh
2021-04-01,2021-04-01,day,K03000001,Great Britain,1.745,SAP actual day,p/kWh
2021-04-02,2021-04-02,day,K03000001,Great Britain,1.693,SAP actual day,p/kWh
2021-04-03,2021-04-03,day,K03000001,Great Britain,1.721,SAP actual day,p/kWh
2021-04-04,2021-04-04,day,K03000001,Great Britain,1.603,SAP actual day,p/kWh
2021-04-05,2021-04-05,day,K03000001,Great Britain,1.659,SAP actual day,p/kWh
2021-04-06,2021-04-06,day,K03000001,Great Britain,1.834,SAP actual day,p/kWh
2021-04-07,2021-04-07,day,K03000001,Great Britain,1.988,SAP actual day,p/kWh
2021-04-08,2021-04-08,day,K03000001,Great Britain,1.758,SAP actual day,p/kWh
2021-04-09,2021-04-09,day,K03000001,Great Britain,1.739,SAP actual day,p/kWh
2021-04-10,2021-04-10,day,K03000001,Great Britain,1.789,SAP actual day,p/kWh
2021-04-11,2021-04-11,day,K03000001,Great Britain,1.806,SAP actual day,p/kWh
2021-04-12,2021-04-12,day,K03000001,Great Britain,1.949,SAP actual day,p/kWh
2021-04-13,2021-04-13,day,K03000001,Great Britain,1.91,SAP actual day,p/kWh
2021-04-14,2021-04-14,day,K03000001,Great Britain,1.883,SAP actual day,p/kWh
2021-04-15,2021-04-15,day,K03000001,Great Britain,1.948,SAP actual day,p/kWh
2021-04-16,2021-04-16,day,K03000001,Great Britain,1.902,SAP actual day,p/kWh
2021-04-17,2021-04-17,day,K03000001,Great Britain,1.853,SAP actual day,p/kWh
2021-04-18,2021-04-18,day,K03000001,Great Britain,1.884,SAP actual day,p/kWh
2021-04-19,2021-04-19,day,K03000001,Great Britain,1.873,SAP actual day,p/kWh
2021-04-20,2021-04-20,day,K03000001,Great Britain,1.915,SAP actual day,p/kWh
2021-04-21,2021-04-21,day,K03000001,Great Britain,1.874,SAP actual day,p/kWh
2021-04-22,2021-04-22,day,K03000001,Great Britain,1.889,SAP actual day,p/kWh
2021-04-23,2021-04-23,day,K03000001,Great Britain,1.808,SAP actual day,p/kWh
2021-04-24,2021-04-24,day,K03000001,Great Britain,1.761,SAP actual day,p/kWh
2021-04-25,2021-04-25,day,K03000001,Great Britain,1.82,SAP actual day,p/kWh
2021-04-26,2021-04-26,day,K03000001,Great Britain,1.831,SAP actual day,p/kWh
2021-04-27,2021-04-27,day,K03000001,Great Britain,2.008,SAP actual day,p/kWh
2021-04-28,2021-04-28,day,K03000001,Great Britain,2.026,SAP actual day,p/kWh
2021-04-29,2021-04-29,day,K03000001,Great Britain,2.086,SAP actual day,p/kWh
2021-04-30,2021-04-30,day,K03000001,Great Britain,2.201,SAP actual day,p/kWh
2021-05-01,2021-05-01,day,K03000001,Great Britain,2.213,SAP actual day,p/kWh
2021-05-02,2021-05-02,day,K03000001,Great Britain,2.177,SAP actual day,p/kWh
2021-05-03,2021-05-03,day,K03000001,Great Britain,2.189,SAP actual day,p/kWh
2021-05-04,2021-05-04,day,K03000001,Great Britain,2.223,SAP actual day,p/kWh
2021-05-05,2021-05-05,day,K03000001,Great Britain,2.229,SAP actual day,p/kWh
2021-05-06,2021-05-06,day,K03000001,Great Britain,2.374,SAP actual day,p/kWh
2021-05-07,2021-05-07,day,K03000001,Great Britain,2.188,SAP actual day,p/kWh
2021-05-08,2021-05-08,day,K03000001,Great Britain,2.303,SAP actual day,p/kWh
2021-05-09,2021-05-09,day,K03000001,Great Britain,2.221,SAP actual day,p/kWh
2021-05-10,2021-05-10,day,K03000001,Great Britain,2.196,SAP actual day,p/kWh
2021-05-11,2021-05-11,day,K03000001,Great Britain,2.242,SAP actual day,p/kWh
2021-05-12,2021-05-12,day,K03000001,Great Britain,2.277,SAP actual day,p/kWh
2021-05-13,2021-05-13,day,K03000001,Great Britain,2.36,SAP actual day,p/kWh
2021-05-14,2021-05-14,day,K03000001,Great Britain,2.426,SAP actual day,p/kWh
2021-05-15,2021-05-15,day,K03000001,Great Britain,2.353,SAP actual day,p/kWh
2021-05-16,2021-05-16,day,K03000001,Great Britain,2.317,SAP actual day,p/kWh
2021-05-17,2021-05-17,day,K03000001,Great Britain,2.325,SAP actual day,p/kWh
2021-05-18,2021-05-18,day,K03000001,Great Britain,2.177,SAP actual day,p/kWh
2021-05-19,2021-05-19,day,K03000001,Great Britain,2.034,SAP actual day,p/kWh
2021-05-20,2021-05-20,day,K03000001,Great Britain,2.188,SAP actual day,p/kWh
2021-05-21,2021-05-21,day,K03000001,Great Britain,2.304,SAP actual day,p/kWh
2021-05-22,2021-05-22,day,K03000001,Great Britain,2.271,SAP actual day,p/kWh
2021-05-23,2021-05-23,day,K03000001,Great Britain,2.245,SAP actual day,p/kWh
2021-05-24,2021-05-24,day,K03000001,Great Britain,2.217,SAP actual day,p/kWh
2021-05-25,2021-05-25,day,K03000001,Great Britain,2.428,SAP actual day,p/kWh
2021-05-26,2021-05-26,day,K03000001,Great Britain,2.426,SAP actual day,p/kWh
2021-05-27,2021-05-27,day,K03000001,Great Britain,2.232,SAP actual day,p/kWh
2021-05-28,2021-05-28,day,K03000001,Great Britain,2.165,SAP actual day,p/kWh
2021-05-29,2021-05-29,day,K03000001,Great Britain,2.244,SAP actual day,p/kWh
2021-05-30,2021-05-30,day,K03000001,Great Britain,2.22,SAP actual day,p/kWh
2021-05-31,2021-05-31,day,K03000001,Great Britain,2.159,SAP actual day,p/kWh
2021-06-01,2021-06-01,day,K03000001,Great Britain,2.187,SAP actual day,p/kWh
2021-06-02,2021-06-02,day,K03000001,Great Britain,2.176,SAP actual day,p/kWh
2021-06-03,2021-06-03,day,K03000001,Great Britain,2.246,SAP actual day,p/kWh
2021-06-04,2021-06-04,day,K03000001,Great Britain,2.181,SAP actual day,p/kWh
2021-06-05,2021-06-05,day,K03000001,Great Britain,2.13,SAP actual day,p/kWh
2021-06-06,2021-06-06,day,K03000001,Great Britain,2.156,SAP actual day,p/kWh
2021-06-07,2021-06-07,day,K03000001,Great Britain,2.182,SAP actual day,p/kWh
2021-06-08,2021-06-08,day,K03000001,Great Britain,2.282,SAP actual day,p/kWh
2021-06-09,2021-06-09,day,K03000001,Great Britain,2.315,SAP actual day,p/kWh
2021-06-10,2021-06-10,day,K03000001,Great Britain,2.357,SAP actual day,p/kWh
2021-06-11,2021-06-11,day,K03000001,Great Britain,2.335,SAP actual day,p/kWh
2021-06-12,2021-06-12,day,K03000001,Great Britain,2.379,SAP actual day,p/kWh
2021-06-13,2021-06-13,day,K03000001,Great Britain,2.359,SAP actual day,p/kWh
2021-06-14,2021-06-14,day,K03000001,Great Britain,2.423,SAP actual day,p/kWh
2021-06-15,2021-06-15,day,K03000001,Great Britain,2.35,SAP actual day,p/kWh
2021-06-16,2021-06-16,day,K03000001,Great Britain,2.402,SAP actual day,p/kWh
2021-06-17,2021-06-17,day,K03000001,Great Britain,2.406,SAP actual day,p/kWh
2021-06-18,2021-06-18,day,K03000001,Great Britain,2.533,SAP actual day,p/kWh
2021-06-19,2021-06-19,day,K03000001,Great Britain,2.566,SAP actual day,p/kWh
2021-06-20,2021-06-20,day,K03000001,Great Britain,2.579,SAP actual day,p/kWh
2021-06-21,2021-06-21,day,K03000001,Great Britain,2.575,SAP actual day,p/kWh
2021-06-22,2021-06-22,day,K03000001,Great Britain,2.656,SAP actual day,p/kWh
2021-06-23,2021-06-23,day,K03000001,Great Britain,2.764,SAP actual day,p/kWh
2021-06-24,2021-06-24,day,K03000001,Great Britain,2.742,SAP actual day,p/kWh
2021-06-25,2021-06-25,day,K03000001,Great Britain,2.85,SAP actual day,p/kWh
2021-06-26,2021-06-26,day,K03000001,Great Britain,2.845,SAP actual day,p/kWh
2021-06-27,2021-06-27,day,K03000001,Great Britain,2.759,SAP actual day,p/kWh
2021-06-28,2021-06-28,day,K03000001,Great Britain,2.751,SAP actual day,p/kWh
2021-06-29,2021-06-29,day,K03000001,Great Britain,2.85,SAP actual day,p/kWh
2021-06-30,2021-06-30,day,K03000001,Great Britain,3.051,SAP actual day,p/kWh
2021-07-01,2021-07-01,day,K03000001,Great Britain,3.161,SAP actual day,p/kWh
2021-07-02,2021-07-02,day,K03000001,Great Britain,3.124,SAP actual day,p/kWh
2021-07-03,2021-07-03,day,K03000001,Great Britain,3.018,SAP actual day,p/kWh
2021-07-04,2021-07-04,day,K03000001,Great Britain,2.979,SAP actual day,p/kWh
2021-07-05,2021-07-05,day,K03000001,Great Britain,3.151,SAP actual day,p/kWh
2021-07-06,2021-07-06,day,K03000001,Great Britain,2.856,SAP actual day,p/kWh
2021-07-07,2021-07-07,day,K03000001,Great Britain,2.817,SAP actual day,p/kWh
2021-07-08,2021-07-08,day,K03000001,Great Britain,2.871,SAP actual day,p/kWh
2021-07-09,2021-07-09,day,K03000001,Great Britain,3.086,SAP actual day,p/kWh
2021-07-10,2021-07-10,day,K03000001,Great Britain,3.097,SAP actual day,p/kWh
2021-07-11,2021-07-11,day,K03000001,Great Britain,3.039,SAP actual day,p/kWh
2021-07-12,2021-07-12,day,K03000001,Great Britain,2.92,SAP actual day,p/kWh
2021-07-13,2021-07-13,day,K03000001,Great Britain,3.0,SAP actual day,p/kWh
2021-07-14,2021-07-14,day,K03000001,Great Britain,2.82,SAP actual day,p/kWh
2021-07-15,2021-07-15,day,K03000001,Great Britain,2.826,SAP actual day,p/kWh
2021-07-16,2021-07-16,day,K03000001,Great Britain,2.981,SAP actual day,p/kWh
2021-07-17,2021-07-17,day,K03000001,Great Britain,2.988,SAP actual day,p/kWh
2021-07-18,2021-07-18,day,K03000001,Great Britain,2.981,SAP actual day,p/kWh
2021-07-19,2021-07-19,day,K03000001,Great Britain,3.059,SAP actual day,p/kWh
2021-07-20,2021-07-20,day,K03000001,Great Britain,3.072,SAP actual day,p/kWh
2021-07-21,2021-07-21,day,K03000001,Great Britain,3.082,SAP actual day,p/kWh
2021-07-22,2021-07-22,day,K03000001,Great Britain,3.1,SAP actual day,p/kWh
2021-07-23,2021-07-23,day,K03000001,Great Britain,3.025,SAP actual day,p/kWh
2021-07-24,2021-07-24,day,K03000001,Great Britain,3.05,SAP actual day,p/kWh
2021-07-25,2021-07-25,day,K03000001,Great Britain,3.089,SAP actual day,p/kWh
2021-07-26,2021-07-26,day,K03000001,Great Britain,3.226,SAP actual day,p/kWh
2021-07-27,2021-07-27,day,K03000001,Great Britain,3.338,SAP actual day,p/kWh
2021-07-28,2021-07-28,day,K03000001,Great Britain,3.452,SAP actual day,p/kWh
2021-07-29,2021-07-29,day,K03000001,Great Britain,3.575,SAP actual day,p/kWh
2021-07-30,2021-07-30,day,K03000001,Great Britain,3.516,SAP actual day,p/kWh
2021-07-31,2021-07-31,day,K03000001,Great Britain,3.498,SAP actual day,p/kWh
2021-08-01,2021-08-01,day,K03000001,Great Britain,3.524,SAP actual day,p/kWh
2021-08-02,2021-08-02,day,K03000001,Great Britain,3.645,SAP actual day,p/kWh
2021-08-03,2021-08-03,day,K03000001,Great Britain,3.575,SAP actual day,p/kWh
2021-08-04,2021-08-04,day,K03000001,Great Britain,3.656,SAP actual day,p/kWh
2021-08-05,2021-08-05,day,K03000001,Great Britain,3.566,SAP actual day,p/kWh
2021-08-06,2021-08-06,day,K03000001,Great Britain,3.588,SAP actual day,p/kWh
2021-08-07,2021-08-07,day,K03000001,Great Britain,3.57,SAP actual day,p/kWh
2021-08-08,2021-08-08,day,K03000001,Great Britain,3.589,SAP actual day,p/kWh
2021-08-09,2021-08-09,day,K03000001,Great Britain,3.72,SAP actual day,p/kWh
2021-08-10,2021-08-10,day,K03000001,Great Britain,3.742,SAP actual day,p/kWh
2021-08-11,2021-08-11,day,K03000001,Great Britain,3.82,SAP actual day,p/kWh
2021-08-12,2021-08-12,day,K03000001,Great Britain,3.742,SAP actual day,p/kWh
2021-08-13,2021-08-13,day,K03000001,Great Britain,3.638,SAP actual day,p/kWh
2021-08-14,2021-08-14,day,K03000001,Great Britain,3.733,SAP actual day,p/kWh
2021-08-15,2021-08-15,day,K03000001,Great Britain,3.724,SAP actual day,p/kWh
2021-08-16,2021-08-16,day,K03000001,Great Britain,3.87,SAP actual day,p/kWh
2021-08-17,2021-08-17,day,K03000001,Great Britain,3.928,SAP actual day,p/kWh
